Readings,Temperature,Pressure,Flow1,Flow2,VRR12,VRR22,VRR23,VRR33,VRS01,VRS03,VRS21,VRS31,VRS02,VRI01,VRI02,VRI03
1247,196.6579816,9.149915386,4415.90416,13864.11895,19.06111446,0.05812747893,0.05172494226,0.1131998714,0.03407836669,0.0479828173,0.2328857746,0.3719073202,0.09262527943,1.768116852,0.003026318463,0.004995072084
1248,81.66965104,6.648675687,4314.066183,13975.97704,19.06236758,0.05923801546,0.04908084679,0.1122959111,0.03410377117,0.04834224294,0.2321794183,0.3833255777,0.2628940185,1.767565658,0.003137774528,0.004994815557
1249,273.1249444,12.64983219,4483.626169,12344.60388,19.06165063,0.05914280351,0.0500803305,0.1121934471,0.03373326421,0.05017904021,0.234764682,0.3857115697,0.3069954729,1.762668535,0.003292544048,0.00499784017
1250,245.628228,2.79779697,4459.274046,12005.9584,19.06188957,0.05853323456,0.05040421472,0.1135379797,0.03365635323,0.05157005647,0.2332236369,0.2409866037,0.2558231364,1.773029265,0.003134811478,0.004998128572
1251,130.0384722,7.82650876,4356.903424,12246.29038,19.06108615,0.05818544124,0.04854934423,0.112540513,0.03371093588,0.05444486779,0.2345302216,0.3558251353,0.3038978431,1.763645969,0.003108061779,0.004998978687
1252,187.9465431,9.8942951,4408.188983,12328.40491,19.06094806,0.05842817137,0.0513939182,0.1113335109,0.03372958521,0.04927439063,0.2329274767,0.3438150941,0.1267581453,1.771924254,0.003123130939,0.004999985415
1253,287.0632676,1.522150266,4495.970471,13142.7711,19.06124174,0.0592314676,0.0494512675,0.1130169495,0.03391453881,0.05187105057,0.2338286095,0.3488811293,0.396445526,1.760699511,0.003034320656,0.004993214944
1254,226.5977431,8.304823762,4442.419935,13134.26878,19.06198421,0.05817345832,0.04939283068,0.1119970128,0.03391260782,0.05123577826,0.2334078817,0.3365863076,0.1735175661,1.770629647,0.003074556512,0.004994301208
1255,254.3009677,12.91258907,4466.95495,13514.57411,19.06173278,0.05791401755,0.04990506961,0.1132694019,0.03399898031,0.05167704534,0.2331645243,0.2547351324,0.3898086081,1.770459159,0.003100595059,0.004996611246
1256,163.139405,2.320700444,4386.218852,12220.87537,19.06275349,0.05885989494,0.048002752,0.1121432781,0.03370516379,0.04728606212,0.2342795116,0.2799047735,0.2904518749,1.760489556,0.003304074119,0.004993107492
1257,171.5350147,11.64923569,4393.654318,13470.02285,19.06099729,0.05920186265,0.04976167285,0.1134724244,0.03398886212,0.04748194125,0.2335095485,0.3569676414,0.2844284478,1.773210894,0.00323554749,0.004999324817
1258,191.7776653,13.79923705,4411.581969,13065.74353,19.0614356,0.05858023296,0.04890703999,0.1123707367,0.0338970448,0.05346607373,0.2328810914,0.2519482238,0.2688815957,1.766298381,0.003359223233,0.00499427241
1259,126.2511356,8.568468925,4353.549217,12927.67757,19.06179904,0.05766737386,0.04897901384,0.1118154835,0.03386568815,0.05370786898,0.2308288225,0.3277305184,0.3397191928,1.760906145,0.003086952081,0.004995258991
1260,234.0892277,0.1959330516,4449.054675,13188.25831,19.06212356,0.05758029714,0.0497234167,0.1128395993,0.03392486957,0.05342430648,0.2349373736,0.3624350965,0.1036008024,1.764685652,0.003221737255,0.004998488439
1261,179.0091206,5.991884936,4400.273667,13965.44147,19.06177188,0.05800773612,0.05097077864,0.1127278703,0.0341013784,0.04778827095,0.2340564245,0.3731913736,0.132419046,1.767964797,0.003087270771,0.004999094606
1262,211.1232269,16.14284029,4428.715124,12729.99052,19.06088857,0.05796419773,0.0495844586,0.1128395599,0.03382079074,0.05455012862,0.2320242968,0.3323435307,0.2969979598,1.771279077,0.003334234882,0.00499861644
1263,134.9365783,2.499236255,4361.241371,12550.6371,19.06269258,0.05806404434,0.04877510092,0.1128589406,0.03378005715,0.04890032502,0.2336195419,0.3713326626,0.1939134129,1.765747197,0.003047757205,0.004999771828
1264,96.95809568,12.87745715,4327.606203,12655.58346,19.06162739,0.05777560149,0.04941546671,0.1116814938,0.03380389189,0.05218739561,0.2332961178,0.3121764979,0.26264861,1.765691343,0.003227537533,0.004997439758
1265,172.6468639,6.062170981,4394.639014,13774.74776,19.06137969,0.05801952699,0.05205806551,0.1115632155,0.03405806928,0.04957611184,0.2321786252,0.2903897275,0.094864833,1.763135748,0.003141665344,0.004996753824
1266,147.2305768,4.754391197,4372.129397,13550.75821,19.06077537,0.05831671757,0.05148566629,0.1127869916,0.03400719821,0.04755529337,0.2344040024,0.2422194865,0.3181629905,1.770453227,0.003254834447,0.004997324551
1267,242.8737442,9.06689498,4456.834572,12463.11886,19.06176669,0.05904164655,0.04919188214,0.1111194093,0.03376018057,0.0538602154,0.234722465,0.3150803952,0.1712328418,1.760965087,0.003084788235,0.004996685284
1268,241.117152,6.824086527,4455.278868,13300.58527,19.06237343,0.05861102587,0.0517404467,0.1135536591,0.03395038055,0.05240195331,0.2318000992,0.3533258273,0.2366681345,1.770084965,0.003224554696,0.004993986254
1269,215.9997222,15.27454854,4433.033931,12063.68804,19.06264498,0.05845817493,0.05206610463,0.112212133,0.03366946442,0.04782422645,0.2340546748,0.2411537858,0.3675083541,1.770049771,0.003156525646,0.004999853186
1270,95.7850034,5.994971332,4326.567268,13949.25497,19.0617073,0.05783859172,0.05024222337,0.1113268439,0.03409770223,0.04834347103,0.2315634154,0.3658066826,0.1097188981,1.764571396,0.003043433722,0.00499435034
1271,70.63064103,1.969734826,4304.289622,12229.46984,19.06167635,0.05813162929,0.04790973688,0.1112593688,0.03370711571,0.05193500499,0.233500963,0.3362823212,0.3566887811,1.772809694,0.003252704694,0.004997719017
1272,191.5815711,4.318016532,4411.4083,12284.63547,19.06245447,0.05768747946,0.05057407274,0.1131487418,0.03371964457,0.05254795762,0.2339744651,0.3809634032,0.1527094404,1.767408777,0.003020799804,0.004998248371
1273,133.3802008,2.680733264,4359.862985,13437.5557,19.06095195,0.05906044756,0.05139557201,0.1119199545,0.03398148839,0.05006916701,0.2350396919,0.2897136805,0.3626378141,1.764164985,0.003030823595,0.004996260728
1274,276.8695505,13.50902227,4486.942533,12655.47488,19.06101432,0.0581776748,0.05196293191,0.1125174196,0.03380386723,0.05340309203,0.231284199,0.2577580116,0.0977558137,1.76356266,0.003087712493,0.004995045153
1275,286.1931062,10.4871385,4495.199824,13355.17109,19.06208098,0.0584604364,0.04791196076,0.1118638218,0.03396277773,0.05429718825,0.2318720773,0.2762146036,0.2361690833,1.766551396,0.003105272224,0.004997989995
1276,130.1898129,10.97689793,4357.037457,12203.36875,19.06239853,0.05888094238,0.05062198754,0.1123603691,0.0337011878,0.05006568512,0.2324591751,0.329717997,0.2626826041,1.764995585,0.003022295882,0.004998381919
1277,245.7289359,11.05502257,4459.363237,13119.17749,19.06239006,0.05790802923,0.04981859193,0.1123091665,0.03390918038,0.05126003661,0.2326422656,0.3464599481,0.2673532464,1.761940154,0.003090096371,5.00E-03
1278,267.1405427,9.130595151,4478.326159,12245.42014,19.06251309,0.05776512445,0.05049469953,0.1119152717,0.03371073824,0.05176117984,0.2337931051,0.3875683211,0.1463607022,1.761799365,0.003150750846,0.004995788967
1279,200.0494695,4.826382183,4418.907789,12501.5581,19.06155452,0.05892074716,0.04818329169,0.1129850147,0.03376891064,0.05454114366,0.2306012855,0.3758510089,0.08779714154,1.769844775,0.00327778759,0.004996184584
1280,264.4229201,1.719447255,4475.91933,13139.78023,19.06094162,0.05785882781,0.04879992983,0.1127802147,0.03391385954,0.05052242968,0.2322803839,0.3922358342,0.3615339252,1.763636163,0.003282181819,0.004998746056
1281,277.8406517,13.80726323,4487.802577,12017.75727,19.06075395,0.05854599605,0.04921188724,0.1131029107,0.03365903292,0.0518142433,0.231955191,0.3399053403,0.2341805256,1.773032077,0.003011444141,0.004999620589
1282,189.1812199,5.3052037,4409.282459,12936.45844,19.06099147,0.05856003904,0.05114825622,0.1134286248,0.03386768241,0.05256627639,0.230456228,0.3816949107,0.1334319678,1.764834071,0.003089931061,0.004994245797
1283,229.4533615,9.978935679,4444.948978,12587.79445,19.06210666,0.0583505464,0.04929029601,0.1134794815,0.03378849609,0.04942583209,0.2342516679,0.2948604695,0.1966533982,1.771402355,0.003058381852,0.004996658684
1284,195.3829016,7.837504085,4414.774901,12518.42168,19.06244835,0.0578032471,0.04988942075,0.1120947904,0.03377274059,0.0522727829,0.2330968537,0.2565964659,0.3248241426,1.763925245,0.003097173856,0.004998204569
1285,71.59719359,10.95774318,4305.145637,13038.43815,19.06195583,0.05859832895,0.05161651471,0.1136541871,0.03389084338,0.04975451467,0.2339655886,0.2679801984,0.14245741,1.764958405,0.003080254716,0.004997484569
1286,166.1212266,4.415456224,4388.859665,13001.63053,19.06105379,0.05775248892,0.05056573647,0.1118994431,0.03388248387,0.05220863659,0.2312816967,0.3902153376,0.1782996885,1.763420295,0.003332022892,0.004996414819
1287,211.0091463,4.803017032,4428.61409,12129.05053,19.06187999,0.05937548578,0.04809948116,0.1131947658,0.03368430913,0.05131414727,0.2340557683,0.3057134358,0.3895137554,1.767811512,0.003111190159,0.004999543663
1288,182.8997877,11.49872297,4403.719388,12969.17677,19.06245553,0.05926771782,0.05034247051,0.1124108125,0.03387511318,0.04961118178,0.231400391,0.2474834044,0.2162527542,1.76741196,0.003311087065,0.004995558254
1289,149.4446007,16.15036504,4374.090219,13637.77489,19.06150551,0.05798459842,0.04978756225,0.1124581525,0.03402696088,0.05049162971,0.2326097487,0.2543968745,0.2752840959,1.766802016,0.003305409839,0.004995716895
1290,276.3583544,4.770532317,4486.489799,13318.66951,19.06197659,0.05773377639,0.0521172871,0.1115797932,0.03395448772,0.0535803139,0.2309030423,0.2833400941,0.124747439,1.77098536,0.003132584386,0.004994527162
1291,252.1805541,14.18237307,4465.077032,12388.10892,19.06176277,0.05886784576,0.04841399993,0.1132957994,0.0337431448,0.05040525956,0.2308700957,0.3212145416,0.3602857628,1.7668297,0.003123740517,0.004999506444
1292,256.5739752,14.96200557,4468.968011,13916.78148,19.06157706,0.05878805313,0.05080001025,0.1111130404,0.03409032706,0.04985122527,0.2328417078,0.2875550775,0.204748332,1.770917064,0.003010000151,0.004999835076
1293,149.4943888,13.91491044,4374.134314,13906.91442,19.06090842,0.05859842746,0.05141073141,0.112842273,0.03408808612,0.04847435148,0.234918588,0.3217637818,0.3589168389,1.771325965,0.003077331403,0.004996169915
1294,199.0738352,12.50710057,4418.04373,13812.88473,19.06231213,0.05806871063,0.04945880811,0.1128344556,0.0340667307,0.04864215217,0.2321825187,0.3924713217,0.1265992884,1.763429001,0.003270540362,0.005000043856
1295,261.8469564,4.384679115,4473.63796,12761.75767,19.06124258,0.05757076194,0.05047135927,0.1132132692,0.03382800549,0.05038769414,0.2339548347,0.2471561652,0.3956725248,1.772930622,0.003335085376,0.004993445849
1296,275.5420176,15.71652937,4485.76682,13282.93928,19.060816,0.05866588486,0.04786622138,0.1123101564,0.0339463729,0.05219329136,0.230683791,0.3882580332,0.2850990062,1.762268278,0.003185973908,0.004996760873
1297,215.9889502,14.06937373,4433.024391,13639.80951,19.06145303,0.05876467709,0.04910308618,0.1123909963,0.03402742297,0.04897993939,0.2329354332,0.36235926,0.2659041491,1.770996449,0.003327851456,0.004997761945
1298,112.2491291,13.99101311,4341.148515,12833.50579,19.06112544,0.0586582714,0.05109885399,0.1121794883,0.03384430046,0.05138574872,0.2340236263,0.2939800026,0.1226516128,1.767409172,0.003218979463,5.00E-03
1299,212.7053011,12.91683164,4430.116268,13434.92201,19.06212109,0.05863527398,0.05073431138,0.1116644315,0.03398089024,0.05073915199,0.2334121913,0.2832914093,0.09077266415,1.771056153,0.003291620745,0.004994520836
1300,81.9768602,7.919653112,4314.338259,13663.77273,19.06095224,0.05878567424,0.05211838687,0.1133448595,0.03403286534,0.05502247722,0.2318255044,0.3577903396,0.2854559866,1.762109404,0.003259342228,0.004997798374
1301,157.177377,14.13580285,4380.938656,13338.1236,19.06173175,0.05850579101,0.04996695624,0.113121698,0.03395890601,0.05306922901,0.2322756108,0.2678857598,0.2366249539,1.765748923,0.003038002756,0.004997367821
1302,215.644548,15.4208162,4432.719375,13113.43774,19.06205877,0.05773490975,0.05212154751,0.113104176,0.03390787681,0.05055208549,0.2304129909,0.3104011208,0.2316206079,1.765332148,0.003128879368,0.004994018112
1303,275.5923612,0.5159529504,4485.811406,13918.67102,19.06180419,0.05856392289,0.04861891028,0.11174271,0.0340907562,0.05070979621,0.2311625112,0.3795028452,0.1375058799,1.772014932,0.003120071659,0.004996550916
1304,248.0050583,12.12510862,4461.379056,13788.50104,19.06268423,0.058083324,0.05134712709,0.1126568677,0.03406119283,0.05516716865,0.2337402572,0.2434156445,0.09859826557,1.763699166,0.003210120938,0.004999353382
1305,174.6635946,7.797184781,4396.425106,12251.72845,19.06217839,0.05936745945,0.04877109367,0.1123491455,0.03371217094,0.05158909277,0.2314865158,0.3334314346,0.3320571208,1.772761159,0.003344785571,0.004994363208
1306,235.8263016,9.853927562,4450.593093,12905.97754,19.06246396,0.05770194926,0.05103975791,0.1125900834,0.03386075978,0.05339613628,0.2305649205,0.3892996204,0.1727907435,1.766531979,0.003188618567,0.004999976076
1307,159.49637,16.33185595,4382.992443,12606.43089,19.06166538,0.05793031637,0.04784512512,0.1121871401,0.03379272868,0.0500630977,0.2327289512,0.2531401408,0.3402881267,1.766013073,0.003356422916,0.004994053912
1308,284.1444001,14.06731777,4493.385413,12253.79516,19.06242872,0.05906076565,0.04890171804,0.1119428877,0.03371264032,0.05095484208,0.2325963883,0.3687536345,0.1970617106,1.76986597,0.003342086088,0.004994467956
1309,287.7819526,16.2033777,4496.606966,12640.54426,19.06184713,0.05774492535,0.0496706891,0.1118991957,0.03380047629,0.04988291272,0.2329293638,0.2592859841,0.33075051,1.766555831,0.003260913157,0.004994596936
1310,259.9583709,5.796598526,4471.965358,12738.42604,19.06145554,0.0582080166,0.05134348046,0.1126583396,0.03382270656,0.04828178657,0.2339992238,0.2444114227,0.08675978787,1.765231396,0.003095571984,0.004993198649
1311,153.1680789,4.68496951,4377.387871,13713.24116,19.06210685,0.05875991565,0.05145448606,0.1122560367,0.03404410029,0.05062448052,0.230461738,0.2453888989,0.1536995518,1.767510689,0.003168988719,0.004998118748
1312,167.9661791,5.32804514,4390.493624,12361.68794,19.06229105,0.05790840327,0.04841385197,0.1126767022,0.03373714423,0.04944044349,0.2317696627,0.2950727738,0.1828169113,1.764883454,0.003055042327,0.00499754486
1313,121.2169486,5.658799708,4349.090752,12198.4819,19.06166066,0.0589084547,0.04915557384,0.1122134081,0.03370007793,0.04706052924,0.2309166367,0.3461325685,0.2827501989,1.765650739,0.003088745858,0.004999980522
1314,242.0445373,9.144148486,4456.100196,12035.25024,19.06198189,0.0584679819,0.05204600981,0.1127411573,0.03366300581,0.04911727668,0.2330712227,0.2933318183,0.3855247387,1.765692233,0.003348134911,5.00E-03
1315,264.1579732,4.814139564,4475.684684,13594.92122,19.0611058,0.05908610537,0.05081565889,0.1115758095,0.03401722823,0.0539500313,0.2307386718,0.3541234254,0.3051235593,1.767158104,0.003128208005,0.004998141457
1316,271.0952823,15.20134332,4481.828625,12512.81388,19.06210573,0.05776179984,0.05125420217,0.1119934475,0.03377146699,0.05519056883,0.2317004586,0.3313147135,0.3088050264,1.77341562,0.003284144361,0.004993154877
1317,191.2319917,11.16316307,4411.0987,12719.30124,19.06110843,0.05877534732,0.05032443131,0.1128833349,0.03381836306,0.05078591415,0.2326031183,0.3133471974,0.3151290041,1.772938446,0.00300690479,0.00499547631
1318,200.3509062,13.05411083,4419.174752,13616.25072,19.06187657,0.05768531242,0.05125362737,0.1134638238,0.03402207245,0.04997766521,0.2332115182,0.2402944928,0.2569485424,1.761231923,0.003216884681,0.0049977623
1319,99.23923754,3.130844419,4329.626467,13131.92837,19.06267613,0.05907642974,0.05055028464,0.1124037089,0.03391207628,0.0508233368,0.2347587356,0.3066341703,0.3498058451,1.773578116,0.003282479323,0.004993971756
1320,267.9499309,2.437112989,4479.042983,13563.37018,19.06269978,0.05822675626,0.05180372858,0.1115656863,0.03401006256,0.05006034201,0.2314064304,0.2968783664,0.3794853291,1.760586263,0.003221851933,0.004999771332
1321,166.9891414,1.03479149,4389.628323,12975.12287,19.06232265,0.05890974604,0.05073483487,0.1114267055,0.03387646362,0.04745021582,0.2314015731,0.2797051656,0.1875120195,1.765143291,0.00300495243,0.004997667583
1322,112.0010371,10.3015923,4340.928796,12882.69012,19.062303,0.05790107455,0.05160177548,0.1128146999,0.03385547089,0.04960490661,0.2340075912,0.3051403729,0.2887171301,1.763197255,0.003287366412,0.004993905715
1323,267.9358886,9.833300251,4479.030547,12675.55446,19.06173672,0.05929760307,0.05182173078,0.1134611143,0.03380842758,0.05050080632,0.2308576722,0.3319142085,0.1540141608,1.773395123,0.0032868633,0.004995746006
1324,237.1377067,6.293693071,4451.754522,12109.50888,19.06093219,0.05827139935,0.04863534417,0.113356448,0.03367987095,0.05257459055,0.2317191515,0.2547508811,0.1450769098,1.767552126,0.003074123845,5.00E-03
1325,264.0790376,0.489181378,4475.614775,13383.99267,19.06260225,0.0592766712,0.05171747423,0.1120330388,0.0339693235,0.05115909522,0.2350583728,0.2749314432,0.09834019247,1.77276874,0.003010482156,0.004998681685
1326,129.8145306,2.739599952,4356.705093,12035.42556,19.06247727,0.05806502279,0.05074651352,0.1133295507,0.03366304563,0.05078057789,0.2315844808,0.3807664828,0.2025545831,1.764627101,0.003079835356,0.004995208577
1327,217.0588922,8.463469977,4433.971971,12842.41545,19.06110493,0.05799103764,0.05079851693,0.1134555698,0.03384632397,0.05381355038,0.233786069,0.3485577633,0.1418182539,1.769649303,0.003350827658,0.004999963275
1328,215.0487353,13.08179589,4432.191701,13761.87029,19.06148776,0.05836696906,0.05065729262,0.111302958,0.03405514463,0.05395008052,0.2338343902,0.2740505418,0.2474206824,1.766876703,0.003092316803,0.00499877549
1329,93.3832484,12.66781761,4324.440184,12002.95948,19.06111468,0.05869604237,0.05027058946,0.1129910699,0.03365567214,0.05180633555,0.2347841974,0.2455905728,0.3395209809,1.768617499,0.003006553637,0.004998996493
1330,157.310287,15.50548065,4381.056366,13000.90485,19.0620158,0.05792760004,0.05160666885,0.111829041,0.03388231906,0.05417431517,0.2344899224,0.3488877003,0.2334847301,1.770132488,0.003110732858,0.00499786869
1331,127.6432246,13.21369031,4354.782103,13508.83933,19.06093062,0.05770032985,0.05074736937,0.1136155388,0.03399767787,0.0531324887,0.2338904097,0.3370866251,0.1336508024,1.76927649,0.003071878859,0.004998795618
1332,226.820569,7.598577401,4442.617278,13350.33928,19.06271751,0.05881366142,0.05046502006,0.1123236702,0.03396168036,0.04701234683,0.2349213188,0.3505359691,0.2005059883,1.763235407,0.003149647748,0.004994734909
1333,129.4626921,5.789079295,4356.393492,12362.02249,19.06266021,0.0590263802,0.05146158812,0.1135856595,0.03373722022,0.05172362014,0.2329663349,0.2597680049,0.2658704368,1.771547751,0.003314317236,0.004997374523
1334,267.1602049,2.304919703,4478.343573,13991.04979,19.06203795,0.05878588499,0.05190106596,0.112218543,0.0341071944,0.0512870496,0.23196441,0.344679101,0.08444289984,1.764300915,0.003102413604,0.004993642062
1335,251.5168147,9.36046995,4464.4892,13782.03108,19.0615905,0.05876119983,0.04850875493,0.1131274645,0.03405972342,0.05169211457,0.2331361576,0.3279829768,0.1159454439,1.761244518,0.003271929524,0.005000025052
1336,153.4248483,3.536182241,4377.615276,13391.28046,19.0624375,0.05846616135,0.04798535881,0.1130132827,0.03397097865,0.04754426193,0.2327113054,0.3466095417,0.08637788717,1.768939684,0.003264542264,0.004997746177
1337,177.6643478,2.060280438,4399.082686,12203.91218,19.0610005,0.05904202026,0.0499749526,0.1125890422,0.03370131122,0.04843736593,0.2313972066,0.3393485104,0.2267721873,1.77058158,0.003028647637,0.004993176791
1338,221.9076729,12.76033384,4438.266233,13742.48184,19.06104539,0.05767616269,0.05053817146,0.1129047869,0.03405074125,0.05185851656,0.2327891527,0.2701219942,0.1394224836,1.769130992,0.003189672942,0.004996923331
1339,253.267228,7.647888425,4466.039431,13815.80064,19.06260028,0.05763101727,0.05213193897,0.1119981705,0.03406739294,0.05292135308,0.2318901049,0.28677526,0.2201438353,1.765883542,0.003071774833,0.004993130849
1340,202.7690014,12.07167486,4421.316308,13811.2571,19.06170039,0.05763361171,0.04919432412,0.1128502876,0.03406636104,0.05324872761,0.2343170312,0.3353388029,0.2938457667,1.764529698,0.003084295466,0.004998816928
1341,194.9287584,1.874474761,4414.372695,13133.70724,19.06152947,0.05780749292,0.04987177021,0.1119400839,0.03391248028,0.0530275829,0.2307495675,0.2952888516,0.2101776877,1.769889827,0.003361808493,0.00499741379
1342,139.0477651,7.349539146,4364.882392,12816.0682,19.06178056,0.0586082608,0.05142728979,0.1113454199,0.03384034015,0.05457503705,0.2334937289,0.389373535,0.1251920951,1.766013195,0.003099856808,0.004998011149
1343,168.3442929,9.297128507,4390.828496,12201.17536,19.06260557,0.05894159118,0.04959148657,0.1112523038,0.03370068965,0.05453168237,0.2326969248,0.2420221898,0.3647300004,1.770366436,0.00313449316,0.004999980855
1344,226.1747548,14.20857227,4442.045321,13087.21065,19.06208386,0.0577778285,0.04990166958,0.1122857195,0.03390192028,0.05174678058,0.2328625065,0.2831040933,0.3479741192,1.772562519,0.003247369928,0.004996409632
1345,264.510172,15.13661592,4475.996604,12879.93139,19.06090793,0.05926743445,0.04959511983,0.1127745165,0.03385484435,0.0514886554,0.2326355996,0.2642375901,0.2314099785,1.763007727,0.003070090404,0.004998801416
1346,227.7611346,5.903246788,4443.450278,13260.45995,19.06263037,0.05941829745,0.05166168826,0.1111711462,0.03394126754,0.05197339994,0.2340037758,0.28696825,0.2472824151,1.771102017,0.003029792743,0.004999140182
1347,69.96933278,6.249657413,4303.703942,12428.7732,19.06116956,0.05896153753,0.05170537815,0.1120418877,0.03375238021,0.05312362042,0.2343869175,0.378946468,0.3795782548,1.762833643,0.003276316375,0.004998820648
1348,217.4072804,1.800520266,4434.280517,13278.97936,19.06242069,0.05777041238,0.04874421858,0.1115519169,0.03394547355,0.05463424528,0.232756569,0.2535869947,0.2834725034,1.769458482,0.003237548325,0.004999730982
1349,164.3186734,10.94756195,4387.263256,13935.87247,19.06262116,0.05882652969,0.05008150814,0.1116562875,0.03409466288,0.05148785131,0.2312186619,0.3140697966,0.3948813477,1.771907863,0.003211121948,0.004994689218
1350,164.163937,3.720563528,4387.126216,13393.7292,19.06238427,0.05913293623,0.05086413272,0.1132847567,0.0339715348,0.04886425636,0.233390452,0.2916872046,0.1836799309,1.771464997,0.003263273076,0.004999248999
1351,92.08491053,14.38723864,4323.290327,13767.4458,19.06220208,0.05902131559,0.05139586481,0.1123297518,0.0340564109,0.04851646797,0.2304082975,0.3777678612,0.2522724406,1.762941463,0.003153876065,0.004999216795
1352,248.8435501,6.596237963,4462.121656,13852.74476,19.06099638,0.05933186863,0.04847865429,0.1124740309,0.03407578345,0.05119955458,0.2328553586,0.3029894097,0.3320890851,1.771298498,0.003039218226,0.004999411385
1353,138.78111,7.592377902,4364.646232,13889.57406,19.06220731,0.05937613204,0.05000917962,0.1135692742,0.03408414789,0.04895370112,0.2316523898,0.375573088,0.07972102309,1.770918237,0.003149869886,0.004995653044
1354,121.113794,3.110229559,4348.999395,13035.24681,19.06230339,0.05796648185,0.05009557017,0.112925813,0.03389011859,0.04937449801,0.2327829095,0.2946563487,0.14092791,1.761714999,0.003241350083,0.004998859545
1355,142.7936984,1.227395993,4368.199931,12356.17791,19.06212504,0.05887233189,0.04971629821,0.1126297662,0.03373589283,0.04866006033,0.2324220891,0.240131682,0.2592186638,1.769536516,0.003067661502,0.004999524289
1356,150.2039592,13.0386649,4374.762736,13643.1257,19.06266719,0.05931993406,0.05045889407,0.1137072214,0.03402817612,0.04884678,0.2343843569,0.3106489453,0.1540133173,1.761389105,0.003253953817,0.004993263315
1357,188.596043,13.32382921,4408.764205,12097.76919,19.06218586,0.05790599766,0.0501447318,0.1131992129,0.03367720471,0.04849208594,0.2315860923,0.3589134608,0.1519887338,1.771825263,0.003262967479,0.00499515837
1358,192.0488167,7.74940743,4411.822111,12258.18404,19.06121002,0.05836593122,0.04802808853,0.113333645,0.0337136371,0.05216699278,0.2311066893,0.2854531938,0.20657035,1.770903947,0.00304267929,0.004997922517
1359,154.7271277,14.15650801,4378.768623,13862.91805,19.06108473,0.05904829071,0.05032137363,0.1126622578,0.03407809394,0.05359834703,0.2336402795,0.3211030066,0.2386347068,1.763869617,0.003166553815,0.004996715421
1360,155.2458744,10.4214073,4379.228045,12561.53327,19.0612421,0.05873632386,0.04812433634,0.1128856922,0.03378253182,0.05281806393,0.2338454277,0.2408922989,0.2438881197,1.772543103,0.003214007672,0.00499353731
1361,181.5885165,3.089431216,4402.558077,13887.24749,19.06086317,0.05916910217,0.05021494594,0.1132851452,0.03408361949,0.05479850091,0.2339263101,0.2587307186,0.3962379379,1.760669972,0.003028841128,0.004999828837
1362,213.5321745,0.6119195877,4430.848578,13367.99158,19.06076449,0.05928324232,0.0501932087,0.1113702255,0.03396568943,0.05075222412,0.2331549927,0.2650588438,0.1153418997,1.764727571,0.003253267191,0.004998592561
1363,279.4547972,2.254168829,4489.232124,13347.62047,19.0617057,0.05819159725,0.05164498779,0.111674182,0.03396106288,0.05498293814,0.2334679212,0.2908361078,0.1173444455,1.770975683,0.003011093923,0.004996609522
1364,228.0965719,5.314849834,4443.747354,12753.0215,19.06154601,0.0586701057,0.04801028387,0.1116182716,0.03382602139,0.05027966128,0.2342146501,0.3405317491,0.2212550387,1.761558989,0.003157773975,0.004997930668
1365,155.6837785,12.16541653,4379.615869,13735.33212,19.06167389,0.0577220854,0.05009180366,0.1133199656,0.03404911745,0.04773833254,0.2319221505,0.3368684433,0.2070212902,1.767875211,0.003267212224,0.004999612969
1366,252.7060111,12.84805024,4465.542397,13116.52282,19.06200487,0.058974695,0.04827574027,0.11314201,0.03390857747,0.04763817204,0.2309139616,0.3734477013,0.2158536373,1.771085588,0.003325031434,0.004998168787
1367,95.97250894,2.563654796,4326.73333,12606.44339,19.06130823,0.05914670037,0.05198158708,0.113484974,0.03379273152,0.05040034597,0.2309411582,0.3876595321,0.3102226505,1.76309594,0.003041843381,0.0049996975
1368,79.37379621,13.22389587,4312.032888,13697.62919,19.06091913,0.05922945942,0.05150246579,0.111365974,0.0340405546,0.0488023499,0.2331615801,0.3951750892,0.3920900379,1.768220383,0.003307605304,0.004994412276
1369,84.71715149,2.839973009,4316.765163,13568.32957,19.06180695,0.05932839741,0.05074389915,0.1134230863,0.03401118891,0.04882268584,0.2319930635,0.3809642536,0.3583906263,1.760661838,0.003101418911,0.004999958548
1370,102.614544,11.92771926,4332.615765,13940.28524,19.06260056,0.05812672999,0.04928484916,0.1128477024,0.03409566508,0.04770389759,0.230816948,0.3112910362,0.3842386788,1.76840652,0.003026905591,0.004994711129
1371,138.638311,1.410520482,4364.519764,13955.51883,19.06197034,0.0577876433,0.04810671886,0.1126439139,0.03409912484,0.05266550311,0.2310332345,0.2733257253,0.1651200446,1.773309002,0.003152674965,0.004997907744
1372,133.5841715,6.603832393,4360.043629,13205.93209,19.06253568,0.05803930634,0.04993215567,0.1128119912,0.03392888353,0.04872257605,0.2329908852,0.2759427032,0.1773995506,1.77311334,0.003054248023,0.004995880709
1373,68.4117825,13.55380672,4302.324517,12029.84028,19.06137078,0.05901649635,0.04879827707,0.1133560168,0.03366177713,0.05336638958,0.2304308223,0.3356833006,0.3419316787,1.762698289,0.003148597699,0.004998449718
1374,187.1021009,8.845625913,4407.441114,12513.60944,19.06116508,0.05853380091,0.05190423673,0.1112649498,0.03377164767,0.04926337026,0.2343967217,0.3327008774,0.2957356451,1.76936228,0.003310331993,0.004993727946
